topics,domain_normalized,domain
"299,609,243",boxingnews24 com,boxingnews24.com
"325,299,243",br bolavip com,br.bolavip.com
"365,23,243",br de,br.de
"86,350",br ficarbonita com,br.ficarbonita.com
"215,561,1",br financas yahoo com,br.financas.yahoo.com
"164,561",br investing com,br.investing.com
"215,243,1",br noticias yahoo com,br.noticias.yahoo.com
"253,164,561",br tradingview com,br.tradingview.com
"126,1,243",brain sharper com,brain-sharper.com
243,brasil123 com br,brasil123.com.br
243,brasil247 com,brasil247.com
"254,243,23",brasildefato com br,brasildefato.com.br
"245,419,103",brasildotrecho com br,brasildotrecho.com.br
243,brasilparalelo com br,brasilparalelo.com.br
"245,249,1",bratislava zoznam sk,bratislava.zoznam.sk
"299,325,243",brazucabet club,brazucabet.club
"187,243",breakflip com,breakflip.com
243,breakingnews ie,breakingnews.ie
243,breitbart com,breitbart.com
"245,243",bresciatoday it,bresciatoday.it
245,brestcity com,brestcity.com
"250,173,211,243",bricolage linternaute com,bricolage.linternaute.com
243,briefly co za,briefly.co.za
"23,243",brighteon com,brighteon.com
"254,400",brigitte de,brigitte.de
"245,243",bristolpost co uk,bristolpost.co.uk
243,britishnewspaperarchive co uk,britishnewspaperarchive.co.uk
"561,164",bseindia com,bseindia.com
243,bt dk,bt.dk
243,bt no,bt.no
"299,325,243",btolat com,btolat.com
"243,350",btrending com,btrending.com
"31,4,350,23",bts613 bighit com,bts613-bighit.com
"561,363,1",btsd schoology com,btsd.schoology.com
"363,243",btvnovinite bg,btvnovinite.bg
243,buffalonews com,buffalonews.com
243,buienradar be,buienradar.be
243,buienradar nl,buienradar.nl
"239,247",bundesregierung de,bundesregierung.de
"400,243",bunshun jp,bunshun.jp
"254,243",bunte de,bunte.de
"245,243",burgosconecta es,burgosconecta.es
243,burmese voanews com,burmese.voanews.com
245,bursadabugun com,bursadabugun.com
350,buscabiografias com,buscabiografias.com
561,business gazeta ru,business-gazeta.ru
"561,400",business nikkei com,business.nikkei.com
561,business standard com,business-standard.com
"164,561",businessam be,businessam.be
"561,243",businessdailyafrica com,businessdailyafrica.com
561,businessinsider co za,businessinsider.co.za
561,businessinsider com,businessinsider.com
561,businessinsider com pl,businessinsider.com.pl
561,businessinsider de,businessinsider.de
561,businessinsider es,businessinsider.es
561,businessinsider in,businessinsider.in
561,businessinsider jp,businessinsider.jp
561,businessinsider nl,businessinsider.nl
"149,561",businessleague in,businessleague.in
243,businesslive co za,businesslive.co.za
561,businessnews com tn,businessnews.com.tn
561,businessonline it,businessonline.it
"561,126,243",businesstech co za,businesstech.co.za
"561,243",businesstimes com hk,businesstimes.com.hk
561,businesstoday com tw,businesstoday.com.tw
561,businesstoday in,businesstoday.in
"561,400",businessweekly com tw,businessweekly.com.tw
243,butenunbinnen de,butenunbinnen.de
"299,325,243",butfootballclub fr,butfootballclub.fr
243,buzz gazeta pl,buzz.gazeta.pl
243,buzzap jp,buzzap.jp
350,buzzaura com,buzzaura.com
"1,243",buzzfeednews com,buzzfeednews.com
243,bwiza com,bwiza.com
"12,350,243",bwoodtadka com,bwoodtadka.com
"164,561",bybit com,bybit.com
"363,243",byoblu com,byoblu.com
245,bz berlin de,bz-berlin.de
245,bzi ro,bzi.ro
"299,325,243",c newsnow co uk,c.newsnow.co.uk
243,c newsnow com,c.newsnow.com
"96,103,350",c2d space,c2d.space
243,c5n com,c5n.com
"215,561,1",ca finance yahoo com,ca.finance.yahoo.com
243,caasimada net,caasimada.net
"245,299,243",cadastro claro com br,cadastro.claro.com.br
"23,243",cadena3 com,cadena3.com
"23,243",cadenaser com,cadenaser.com
245,cadizdirecto com,cadizdirecto.com
561,cafebiz vn,cafebiz.vn
"561,164",cafef vn,cafef.vn
"299,243,609",cagematch net,cagematch.net
"299,609,243",cagesideseats com,cagesideseats.com
243,cairo24 com,cairo24.com
"299,325,243",cakhia22 tv,cakhia22.tv
243,calcalist co il,calcalist.co.il
"299,325,243",calciomercato com,calciomercato.com
"299,325,243",calciomercato it,calciomercato.it
"299,325,243",calciomercatoweb it,calciomercatoweb.it
"299,325,243",calcionapoli24 it,calcionapoli24.it
"1,243",calis delfi lv,calis.delfi.lv
243,cambiocolombia com,cambiocolombia.com
"400,1",caminteresse fr,caminteresse.fr
"299,325,243",campeonatochileno cl,campeonatochileno.cl
"610,299,243",campeones com ar,campeones.com.ar
"472,400",camphack nap camp com,camphack.nap-camp.com
245,campograndenews com br,campograndenews.com.br
245,campos24horas com br,campos24horas.com.br
"239,243",canalcienciascriminais com br,canalcienciascriminais.com.br
"245,243",canales diariovasco com,canales.diariovasco.com
"561,103",canalrural com br,canalrural.com.br
"126,243",canaltech com br,canaltech.com.br
243,canarias7 es,canarias7.es
"96,400",cancam jp,cancam.jp
243,cancan ro,cancan.ro
243,cand com vn,cand.com.vn
"164,561",canlialtinfiyatlari com,canlialtinfiyatlari.com
"363,350,1",canlitv day,canlitv.day
"103,317,299,243",capfriendly com,capfriendly.com
561,capital fr,capital.fr
561,capital gr,capital.gr
561,capital ro,capital.ro
"561,164",capitalist com br,capitalist.com.br
400,capricho abril com br,capricho.abril.com.br
"23,243",caracol com co,caracol.com.co
"57,400",carandbike com,carandbike.com
"57,400,289",caranddriver com,caranddriver.com
245,caraotadigital net,caraotadigital.net
"350,400,243",caras perfil com,caras.perfil.com
"254,350,400",caras sapo pt,caras.sapo.pt
"610,299,243",carburando com,carburando.com
"129,126,243",carisinyal com,carisinyal.com
"12,350",carrinho ingresso com,carrinho.ingresso.com
"607,81,83,126,243",carstan ir,carstan.ir
243,cartacapital com br,cartacapital.com.br
"299,325,243",cartola globo com,cartola.globo.com
243,cas sk,cas.sk
"57,272,226,243",casacochecurro com,casacochecurro.com
"299,243",casapariurilor ro,casapariurilor.ro
245,casertace net,casertace.net
"164,561",cash ch,cash.ch
"57,243",cashroadster com,cashroadster.com
"565,245,289",castanet net,castanet.net
245,castedduonline it,castedduonline.it
243,catalunyadiari com,catalunyadiari.com
"245,243",catanzaroinforma it,catanzaroinforma.it
245,catve com,catve.com
"245,243",cba24n com ar,cba24n.com.ar
243,cbc ca,cbc.ca
"363,299,325,243,1",cbcsport az,cbcsport.az
"299,325,243",cbf com br,cbf.com.br
"363,243",cbs com,cbs.com
243,cbsnews com,cbsnews.com
"299,243",cbssports com,cbssports.com
"23,243",ccma cat,ccma.cat
243,cdm me,cdm.me
"561,126,243",cdmstudy site,cdmstudy.site
"299,364,325,243",cdn livetv588 me,cdn.livetv588.me
"350,1",celeb gate cc,celeb.gate.cc
"48,350,243",celebdirtylaundry com,celebdirtylaundry.com
243,celebitchy com,celebitchy.com
350,celebjihad com,celebjihad.com
350,celebmafia com,celebmafia.com
350,celebritynetworth com,celebritynetworth.com
"12,350",celebsroulette com,celebsroulette.com
"350,243",celebwell com,celebwell.com
"12,243",celespot in,celespot.in
"126,243",cellulari it,cellulari.it
243,censor net,censor.net
243,censoru net,censoru.net
"245,243",centrepresseaveyron fr,centrepresseaveyron.fr
243,ceskenoviny cz,ceskenoviny.cz
"173,243",cestmamanquilafait com,cestmamanquilafait.com
243,cgn inf br,cgn.inf.br
243,cgtn com,cgtn.com
243,cgwall com,cgwall.com
243,ch wetter com,ch.wetter.com
"363,243",ch3plus com,ch3plus.com
"350,243",ch7 com,ch7.com
561,challenges fr,challenges.fr
"299,243",championat asia,championat.asia
"299,243",championat com,championat.com
"299,243",championat uz,championat.uz
"245,363",channel3000 com,channel3000.com
"247,249,245,561",channelnewsasia com,channelnewsasia.com
"363,243",channelstv com,channelstv.com
"245,243",charentelibre fr,charentelibre.fr
243,charter97 org,charter97.org
561,chartink com,chartink.com
"350,23",chartsinfrance net,chartsinfrance.net
"299,325,243",chelseablues ru,chelseablues.ru
"325,299,243",chelseafc com,chelseafc.com
"245,243",chibanippo co jp,chibanippo.co.jp
"96,350",chibepoosham com,chibepoosham.com
"245,243",chicago suntimes com,chicago.suntimes.com
"245,243",chicagotribune com,chicagotribune.com
"299,243",chile as com,chile.as.com
"245,350",chilealinstante cl,chilealinstante.cl
350,chileshow cl,chileshow.cl
243,chinapress com my,chinapress.com.my
243,chinatimes com,chinatimes.com
"607,126,243",chip com tr,chip.com.tr
"607,129,126,243",chip de,chip.de
"607,126,243",chip pl,chip.pl
"126,243",chiphell com,chiphell.com
245,chita ru,chita.ru
"164,561",chittorgarh com,chittorgarh.com
243,chmi cz,chmi.cz
243,chopaltv com,chopaltv.com
243,chosun com,chosun.com
"243,1",christian dogma com,christian-dogma.com
"245,243",chroniclelive co uk,chroniclelive.co.uk
"245,243",chugoku np co jp,chugoku-np.co.jp
"245,243",chunichi co jp,chunichi.co.jp
243,chvnoticias cl,chvnoticias.cl
"1,243",ciao ro,ciao.ro
"12,365,350",ciatr jp,ciatr.jp
245,cibercuba com,cibercuba.com
245,cidadeverde com,cidadeverde.com
245,cincinnati com,cincinnati.com
561,cincodias elpais com,cincodias.elpais.com
"247,12,350",cinemapettai com,cinemapettai.com
"12,243",cinereporters com,cinereporters.com
"12,350",cineulagam com,cineulagam.com
243,cinktank com,cinktank.com
243,cis infox sg,cis.infox.sg
"23,350",citimuzik com,citimuzik.com
243,citizen co za,citizen.co.za
"299,325,243",cittaceleste it,cittaceleste.it
"245,626",city kobe lg jp,city.kobe.lg.jp
243,city42 tv,city42.tv
243,ciudad com ar,ciudad.com.ar
"86,254,400,173",clara es,clara.es
243,clarin com,clarin.com
"245,243",clarionledger com,clarionledger.com
"561,164",classic set or th,classic.set.or.th
"164,561",classic settrade com,classic.settrade.com
"254,400",claudia abril com br,claudia.abril.com.br
243,clck idealmedia io,clck.idealmedia.io
"245,299,243",cleveland com,cleveland.com
"607,350,126,243",click or die ru,click-or-die.ru
"350,243",click ro,click.ro
"245,243",clickondetroit com,clickondetroit.com
"103,126,561,243",clickpetroleoegas com br,clickpetroleoegas.com.br
"23,243",clicrbs com br,clicrbs.com.br
243,clima com,clima.com
243,climatempo com br,climatempo.com.br
"254,350",closermag fr,closermag.fr
243,cm7brasil com,cm7brasil.com
"239,254,149,289,243",cmhelpline mp gov in,cmhelpline.mp.gov.in
243,cmjornal pt,cmjornal.pt
"164,444,561",cmoney tw,cmoney.tw
"350,243",cmpcollege com,cmpcollege.com
"160,239,254,243",cms gov,cms.gov
243,cms poly edu vn,cms.poly.edu.vn
243,cna com tw,cna.com.tw
243,cnbc com,cnbc.com
"561,1",cnbcindonesia com,cnbcindonesia.com
"126,250,243",cnblogs com,cnblogs.com
"607,126,129,243",cnet com,cnet.com
"363,243",cnews fr,cnews.fr
"126,243",cnews ru,cnews.ru
"249,243",cnn co jp,cnn.co.jp
243,cnn com,cnn.com
"249,243",cnn gr,cnn.gr
243,cnn iprima cz,cnn.iprima.cz
243,cnnbrasil com br,cnnbrasil.com.br
"245,243",cnnchile com,cnnchile.com
243,cnnespanol cnn com,cnnespanol.cnn.com
243,cnnindonesia com,cnnindonesia.com
243,cnnphilippines com,cnnphilippines.com
"249,243",cnnportugal iol pt,cnnportugal.iol.pt
561,cnntopnews com,cnntopnews.com
"363,243",cnnturk com,cnnturk.com
"561,164",cnyes com,cnyes.com
"299,243",co marca com,co.marca.com
243,cochrane org,cochrane.org
"86,299,243",cocokara next com,cocokara-next.com
350,coconutsjapan com,coconutsjapan.com
"12,350",codigoespagueti com,codigoespagueti.com
"561,164",coindesk com,coindesk.com
"164,561",coingecko com,coingecko.com
"164,561",coinmarketcap com,coinmarketcap.com
"561,164,250",coinpan com,coinpan.com
"363,299,243,1",colombia as com,colombia.as.com
"243,1",colombia com,colombia.com
"299,325,243",colunadofla com,colunadofla.com
"245,243",come on de,come-on.de
"12,350",comicbook com,comicbook.com
"247,561,249,299,243",comisarul ro,comisarul.ro
"126,243",commentcamarche net,commentcamarche.net
400,commonhealth com tw,commonhealth.com.tw
"131,126,243",community home assistant io,community.home-assistant.io
350,como fi,como.fi
"164,561",companiesmarketcap com,companiesmarketcap.com
"328,299,243",competitions lta org uk,competitions.lta.org.uk
561,comprerural com,comprerural.com
"607,126,243",computerbase de,computerbase.de
"126,243",computerbild de,computerbild.de
"126,243",computerhoy com,computerhoy.com
"299,325,243",comuniazo com,comuniazo.com
243,conectate com do,conectate.com.do
"191,299,325,243",consola zione com mx,consola.zione.com.mx
243,cont ws,cont.ws
243,contextotucuman com,contextotucuman.com
"239,561",contribuyente seniat gob ve,contribuyente.seniat.gob.ve
350,controcopertina com,controcopertina.com
"183,126,243",coolpc com tw,coolpc.com.tw
"23,243",cooperativa cl,cooperativa.cl
245,cordopolis eldiario es,cordopolis.eldiario.es
245,corkbeo ie,corkbeo.ie
"299,325,243",cornerprobet com,cornerprobet.com
243,cornucopia se,cornucopia.se
245,cornwalllive com,cornwalllive.com
"247,253,239,254",correctiv org,correctiv.org
243,correio24horas com br,correio24horas.com.br
243,correiobraziliense com br,correiobraziliense.com.br
"245,243",correiodopovo com br,correiodopovo.com.br
243,corriere it,corriere.it
245,corriereadriatico it,corriereadriatico.it
245,corrieredellacalabria it,corrieredellacalabria.it
"299,243",corrieredellosport it,corrieredellosport.it
245,corriereromagna it,corriereromagna.it
"299,610,243",corsedimoto com,corsedimoto.com
"254,400",cosmopolitan com,cosmopolitan.com
"254,400",cosmopolitan fr,cosmopolitan.fr
243,cotidianul ro,cotidianul.ro
"350,243",cotilleando com,cotilleando.com
"243,350",cotilleo es,cotilleo.es
"173,207,400,1",countryliving com,countryliving.com
243,couriermail com au,couriermail.com.au
"245,243",courrier picard fr,courrier-picard.fr
249,courrierinternational com,courrierinternational.com
"245,243",coventrytelegraph net,coventrytelegraph.net
"239,243",covid19india org,covid19india.org
"363,243",cp24 com,cp24.com
"126,421,243",cpuid com,cpuid.com
"263,243",crank in net,crank-in.net
"610,299,243",crash net,crash.net
"350,250,243",crazydaysandnights net,crazydaysandnights.net
"254,400,1",crea bunshun jp,crea.bunshun.jp
"126,243",creativesarabs com,creativesarabs.com
245,cretalive gr,cretalive.gr
245,creusot infos com,creusot-infos.com
"299,309,243",crex live,crex.live
243,crhoy com,crhoy.com
"309,299,243",cricbuzz com,cricbuzz.com
"309,299,243",crichd com,crichd.com
"215,299,309,243",cricheroes in,cricheroes.in
"309,299,243",cricket com au,cricket.com.au
"1,243",cricket mobileposse com,cricket.mobileposse.com
"299,309,243",cricket one,cricket.one
"299,309,243",cricketaddictor com,cricketaddictor.com
243,cricketbar myfirstly com,cricketbar.myfirstly.com
"299,309,243",cricketkaadda com,cricketkaadda.com
"309,299,243",cricketworld com,cricketworld.com
"299,309,243",crickhit com,crickhit.com
"299,243",crictoday com,crictoday.com
"299,309,243",crictracker com,crictracker.com
243,critica com pa,critica.com.pa
"245,243",cronachemaceratesi it,cronachemaceratesi.it
243,cronica com ar,cronica.com.ar
243,cronica com py,cronica.com.py
243,cronista com,cronista.com
"299,126,243",crowdyfan com,crowdyfan.com
"1,243",crx7601 com,crx7601.com
"164,561",cryptomining mobi,cryptomining.mobi
400,cs62 cs plaza com,cs62.cs-plaza.com
"299,325,243",csakfoci hu,csakfoci.hu
"561,243",ctee com tw,ctee.com.tw
"245,1",ctidoma cz,ctidoma.cz
"363,243",ctvnews ca,ctvnews.ca
243,ctwant com,ctwant.com
"299,183,363,243",cuatro com,cuatro.com
247,cubadebate cu,cubadebate.cu
243,cultoro es,cultoro.es
243,cumhuriyet com tr,cumhuriyet.com.tr
243,currenttime tv,currenttime.tv
"561,164",cursbnr ro,cursbnr.ro
249,cursorinfo co il,cursorinfo.co.il
"247,254",cut org br,cut.org.br
"561,400",cw com tw,cw.com.tw
"239,243",cwb gov tw,cwb.gov.tw
243,cxid info,cxid.info
"310,299,243",cyclingnews com,cyclingnews.com
"310,299,243",cyclingrute com,cyclingrute.com
"310,299,243",cyclismactu net,cyclismactu.net
350,cyzo com,cyzo.com
350,cyzowoman com,cyzowoman.com
243,cz24 news,cz24.news
243,czestochowa naszemiasto pl,czestochowa.naszemiasto.pl
"299,243",d10 ultimahora com,d10.ultimahora.com
"299,350,1,243",dadsnews com,dadsnews.com
243,dagbladet no,dagbladet.no
"149,243",dagensps se,dagensps.se
"350,243",dagospia com,dagospia.com
243,dagsavisen no,dagsavisen.no
243,daily co jp,daily.co.jp
"528,420,126,243",daily gadget net,daily-gadget.net
247,dailycaller com,dailycaller.com
"250,243",dailydot com,dailydot.com
245,dailyecho co uk,dailyecho.co.uk
"317,299,243",dailyfaceoff com,dailyfaceoff.com
"299,325,243",dailyfootball tv,dailyfootball.tv
561,dailyfx com,dailyfx.com
245,dailyhive com,dailyhive.com
"250,243",dailyhunt in,dailyhunt.in
243,dailyinqilab com,dailyinqilab.com
247,dailykos com,dailykos.com
243,dailylenta ru,dailylenta.ru
243,dailymail co uk,dailymail.co.uk
243,dailymirror lk,dailymirror.lk
243,dailynayadiganta com,dailynayadiganta.com
243,dailynews co th,dailynews.co.th
243,dailypakistan com pk,dailypakistan.com.pk
"1,243",dailyportalz jp,dailyportalz.jp
"245,243",dailypost co uk,dailypost.co.uk
243,dailypost ng,dailypost.ng
243,dailyrecord co uk,dailyrecord.co.uk
243,dailyshincho jp,dailyshincho.jp
"299,243",dailysportx com,dailysportx.com
"350,243",dailystar co uk,dailystar.co.uk
243,dailytelegraph com au,dailytelegraph.com.au
243,dailythanthi com,dailythanthi.com
245,dailyvoice com,dailyvoice.com
243,dailywire com,dailywire.com
243,dainikamadershomoy com,dainikamadershomoy.com
245,dainikbharat24 com,dainikbharat24.com
"227,243",dainikshiksha com,dainikshiksha.com
"299,325,243",dalealbo cl,dalealbo.cl
"299,300,243",dallascowboys com,dallascowboys.com
"245,243",dallasnews com,dallasnews.com
243,dalmacijadanas hr,dalmacijadanas.hr
"243,1",dalmatinskiportal hr,dalmatinskiportal.hr
243,dan co me,dan.co.me
"245,249",danas rs,danas.rs
"317,299,243",danslescoulisses com,danslescoulisses.com
243,dantri com vn,dantri.com.vn
243,danviet vn,danviet.vn
243,dariknews bg,dariknews.bg
"164,561",dart fss or kr,dart.fss.or.kr
243,daryo uz,daryo.uz
243,daswetter com,daswetter.com
243,data jma go jp,data.jma.go.jp
"561,254",datosmacro expansion com,datosmacro.expansion.com
243,dawn com,dawn.com
243,dawnnews tv,dawnnews.tv
243,day ru,day.ru
"299,243",db sp netkeiba com,db.sp.netkeiba.com
245,dcnews ro,dcnews.ro
243,ddanzi com,ddanzi.com
"164,250,561",ddengle com,ddengle.com
"299,325,243",de futbol24 com,de.futbol24.com
"12,363,1,243",deadline com,deadline.com
"126,243",dealntech com,dealntech.com
"254,400",deavita com,deavita.com
243,debate com mx,debate.com.mx
243,deccanchronicle com,deccanchronicle.com
243,deccanherald com,deccanherald.com
"607,245,83",deceroacien com mx,deceroacien.com.mx
"363,12,350",decider com,decider.com
"12,100,363,400",decine21 com,decine21.com
247,defence point gr,defence-point.gr
"299,325,243",defensacentral com,defensacentral.com
"239,243",defense arab com,defense-arab.com
245,defimedia info,defimedia.info
243,deia eus,deia.eus
"350,250",dek d com,dek-d.com
243,delfi ee,delfi.ee
243,delfi lt,delfi.lt
243,delfi lv,delfi.lv
243,delo si,delo.si
247,demokracija si,demokracija.si
243,demorgen be,demorgen.be
"243,1",demotivateur fr,demotivateur.fr
243,denik cz,denik.cz
"245,249",denikn cz,denikn.cz
243,dennikn sk,dennikn.sk
"245,299,243",denpasar suara com,denpasar.suara.com
"250,400,243",depo ba,depo.ba
"299,243",depo com ar,depo.com.ar
243,depok pikiran rakyat com,depok.pikiran-rakyat.com
"299,325,243",depor com,depor.com
561,deraktionaer de,deraktionaer.de
"245,243",derbytelegraph co uk,derbytelegraph.co.uk
"400,227,229",dergipark org tr,dergipark.org.tr
243,derstandard at,derstandard.at
243,derstandard de,derstandard.de
243,derwesten de,derwesten.de
